EmployeeID,Name,Gender,Citizenship,Languages,Department,Salary,SSN,Age,Years of Experience
5699,Kelly Mills,Female,USA,"French, Mandarin",Marketing,143292,796-05-4175,62,41
5700,Jerry Edwards DDS,Female,USA,None,Product,82119,008-47-8556,51,30
5701,Lisa Gonzalez DVM,Male,USA,None,I/T,122150,892-07-5095,40,19
5702,David Leonard,Female,USA,Arabic,Marketing,149658,132-54-0813,28,7
5703,Steven Alvarez,Female,China,"Spanish, Hindi",Human Resource,70388,216-09-4766,54,33
5704,Amanda Dunlap,Female,USA,French,I/T,103186,578-47-0416,27,6
5705,Dawn Roberts,Male,Canada,None,Operations,97913,620-48-8517,36,15
5706,Kevin King,Female,China,None,Administrative,138772,839-50-6664,38,17
5707,Dalton Williams,Male,USA,French,Marketing,79599,552-78-7888,58,37
5708,Derrick Gonzales,Female,India,"Arabic, Mandarin",Operations,105698,218-65-1743,52,31
5709,Christopher Johnson,Male,Canada,"Mandarin, Spanish",Legal,127656,589-68-5126,34,13
5710,Holly Price,Male,USA,Spanish,Marketing,55635,416-42-1735,34,13
5711,Douglas Clark DDS,Male,USA,"Hindi, French",Product,79892,883-78-7789,31,10
5712,Cynthia Alvarado,Female,USA,"French, Spanish",Marketing,124147,385-54-1813,34,13
5713,Calvin Shaw,Female,India,"Mandarin, French",Product,92789,794-38-8408,61,40
5714,Elizabeth Brennan,Male,USA,None,Legal,62578,691-50-8398,59,38
5715,Shirley Byrd,Female,USA,None,Sales,130968,584-17-2299,25,4
5716,Tyler Mason,Female,USA,Hindi,Sales,113202,052-76-9898,54,33
5717,Yvette Jenkins,Male,Taiwan,None,Operations,75747,586-31-5520,37,16
5718,Mr. Carlos Macdonald DDS,Male,China,French,Operations,94776,770-65-9580,35,14
5719,Sara Miller,Male,USA,Hindi,Marketing,114940,088-88-5214,44,23
5720,Jared Stone,Male,USA,"Arabic, Spanish",Finance,114931,713-20-8348,44,23
5721,Ryan Lopez,Female,Canada,None,Finance,134834,750-33-8611,62,41
5722,Melissa Wood,Female,USA,None,Human Resource,65526,698-68-5877,50,29
5723,Sarah Porter,Male,USA,None,Product,73070,273-68-2671,63,42
5724,Barbara Fields,Male,USA,None,Operations,85318,798-63-3649,47,26
5725,Joshua Johnson,Male,USA,Mandarin,Administrative,99217,703-97-9543,31,10
5726,Elizabeth Thompson,Female,Canada,None,Administrative,94987,056-20-3154,61,40
5727,Brandi Williams,Male,India,Spanish,Finance,57543,897-90-7788,39,18
5728,Joshua Munoz,Female,Philippines,None,Marketing,115020,742-89-4345,23,2
5729,Jacob Kim,Male,China,"Mandarin, Spanish",Product,89153,542-74-0343,56,35
5730,Kylie Tanner,Male,China,Spanish,Product,131466,048-39-9138,41,20
5731,Scott Carter,Female,USA,"French, Arabic",Finance,117710,518-68-4050,60,39
5732,Michael Davis,Male,China,Hindi,Product,122014,765-67-3988,47,26
5733,Edwin Greer,Male,USA,"Mandarin, Spanish",Finance,72041,469-48-4973,27,6
5734,Nicole Morse,Male,USA,"Hindi, Arabic",Product,109634,451-11-2750,34,13
5735,Mr. Jeffrey Moore,Female,USA,None,Operations,53603,084-65-4360,55,34
5736,Lee Hicks,Male,USA,Spanish,Product,125815,609-71-5758,46,25
5737,Larry Ochoa,Female,Taiwan,Hindi,Human Resource,138448,597-34-5947,41,20
5738,Andrew Murphy,Female,India,None,Product,88103,833-23-4085,58,37
5739,Tracy Nelson,Female,USA,"French, Mandarin",I/T,135559,359-32-2602,41,20
5740,Michael Sanchez,Male,China,"Arabic, French",I/T,80651,167-69-3789,59,38
5741,Michele Jones,Male,USA,None,Marketing,72506,041-09-1969,52,31
5742,Jim Howell,Female,USA,Hindi,Operations,89478,552-34-9611,24,3
5743,Melanie Morris,Male,USA,None,Product,103958,082-99-4217,28,7
5744,Vanessa Patrick,Male,USA,"Mandarin, Spanish",I/T,87143,471-36-3718,53,32
5745,Lauren Gray,Male,Canada,None,Product,82057,827-15-9406,55,34
5746,Louis Smith,Male,USA,Spanish,Operations,137743,746-44-4596,22,1
5747,Ryan Morales,Male,USA,None,I/T,94477,453-22-8377,47,26
5748,Michael Davis,Male,USA,None,Finance,65007,462-57-6487,34,13
5749,Kevin Thompson,Female,USA,None,Operations,50030,393-07-6286,50,29
5750,Helen Patterson,Female,USA,French,Product,117326,606-57-4431,28,7
5751,Logan Hayes,Female,Mexico,"Mandarin, French",Administrative,123634,164-83-3877,24,3
5752,Sandra Allen,Female,USA,French,Sales,123715,509-47-1626,22,1
5753,Darrell Webb PhD,Male,USA,French,Product,97370,129-73-8748,28,7
5754,Amy Lopez,Male,China,"Spanish, Mandarin",Sales,144816,142-26-5254,53,32
5755,Teresa Garcia,Male,USA,Hindi,Human Resource,142666,751-82-8437,50,29
5756,Greg Powers,Male,USA,"Hindi, Mandarin",Human Resource,76946,540-96-3352,33,12
5757,Julie Frederick,Male,USA,None,Legal,135985,793-95-0478,54,33
5758,Natalie Medina,Male,Canada,"Spanish, French",Human Resource,124909,432-74-1780,24,3
5759,Robert Jones,Female,USA,None,Sales,116363,651-51-4738,38,17
5760,Bryan Greene,Female,USA,"Hindi, French",Human Resource,72961,844-44-1787,56,35
5761,Rebecca Martinez,Female,China,Arabic,Product,127452,448-49-3403,59,38
5762,Monica Wyatt,Male,Canada,"Hindi, French",Human Resource,83899,749-59-7972,42,21
5763,Michelle Haynes,Female,USA,Mandarin,Operations,56803,634-65-7822,59,38
5764,Stephen Jones,Female,South Korea,"Mandarin, French",Product,84503,867-35-8586,45,24
5765,Joseph Curry,Female,India,None,Legal,75018,853-98-4674,22,1
5766,Patrick Calhoun,Female,USA,None,Human Resource,131413,827-74-0468,39,18
5767,Natalie Douglas,Male,USA,Arabic,Operations,94860,288-16-5036,62,41
5768,Ryan Peterson,Male,USA,"Spanish, Arabic",Product,113479,183-12-3089,35,14
5769,Mrs. Mariah Meadows,Male,USA,Spanish,Human Resource,146459,011-66-4015,37,16
5770,Jay Holden,Female,China,None,Marketing,90893,861-51-0666,42,21
5771,Gary Marshall,Male,USA,French,Product,76444,472-17-1879,61,40
5772,Paul Howell,Male,USA,"Hindi, French",Marketing,111207,029-25-5987,33,12
5773,Kenneth Flowers,Female,USA,None,Sales,70252,651-92-4133,28,7
5774,George Koch,Female,China,"Hindi, Arabic",Operations,61993,582-96-9992,50,29
5775,Jennifer Griffin,Female,India,Hindi,Operations,68380,059-42-7718,36,15
5776,Renee Butler,Female,China,Spanish,Human Resource,56357,627-79-2781,62,41
5777,Brian Valencia,Female,USA,Hindi,Marketing,91060,012-27-2253,24,3
5778,Brooke Stafford,Male,USA,None,Marketing,80808,628-30-6270,34,13
5779,Kelly Collier,Male,USA,Mandarin,Human Resource,88406,523-29-7119,23,2
5780,Jessica Williams,Female,USA,Arabic,Human Resource,146745,031-60-7871,29,8
5781,Elizabeth Lucas,Female,India,None,Human Resource,134531,201-24-1251,37,16
5782,Destiny Calhoun,Male,India,French,Sales,139342,142-82-2765,55,34
5783,Justin Gray,Female,India,Hindi,Product,105628,162-94-6630,33,12
5784,Paul Collier,Male,USA,French,Sales,134369,702-85-3016,41,20
5785,Heather King,Female,India,None,Product,100564,371-15-7548,43,22
5786,James Bishop,Female,USA,"French, Hindi",Finance,107334,348-61-6974,47,26
5787,Cynthia Cooper,Male,USA,Arabic,Human Resource,99033,679-88-0272,28,7
5788,Douglas Caldwell,Male,USA,None,Marketing,128309,130-53-8312,50,29
5789,Brian Peterson,Female,USA,French,Product,141692,767-13-0452,64,43
5790,James Carter,Female,India,Mandarin,Operations,55533,218-84-4463,43,22
5791,Travis Stewart,Female,China,None,Operations,99086,540-76-8677,62,41
5792,Marcus Anderson,Female,USA,Hindi,I/T,101200,325-90-0164,65,44
5793,Sean Hawkins,Female,USA,None,Product,82267,144-70-5936,53,32
5794,Anthony Fields,Female,Canada,French,Product,54941,212-53-3883,31,10
5795,Jason Allen,Female,USA,None,Legal,84894,375-48-8505,38,17
5796,Ruth Freeman,Female,USA,"Mandarin, Hindi",Operations,111986,110-49-2237,58,37
5797,Cheryl Vega,Female,USA,None,Administrative,68547,020-81-3559,51,30
5798,Stacey Jenkins,Female,USA,None,Product,148737,872-02-3141,23,2
5799,Joseph Mcclain,Female,USA,"Mandarin, French",Product,90879,461-43-0557,42,21
5800,Jessica Garner,Male,USA,None,Finance,59343,258-15-6446,47,26
5801,Sarah Blackburn,Male,India,None,Human Resource,137714,778-09-4211,25,4
5802,Shawn Jones,Female,USA,"Hindi, Spanish",Marketing,81169,152-41-6632,43,22
5803,Brenda King,Female,Canada,None,Administrative,102927,763-08-6435,62,41
5804,Stephen Rich,Female,USA,"Spanish, Arabic",Administrative,135058,134-03-5562,25,4
5805,Jacob Huff,Female,China,None,Operations,118197,572-08-7341,46,25
5806,Katherine Dean,Male,USA,Arabic,Finance,130891,665-71-4364,29,8
5807,Christopher Adams,Male,India,None,Product,109658,569-73-6165,39,18
5808,Jeffrey Richmond,Male,USA,Hindi,Finance,144190,735-85-7319,26,5
5809,Joshua Williams,Female,China,None,Product,147242,118-29-9485,44,23
5810,Ian Sims,Male,USA,"Arabic, Spanish",Marketing,131174,691-87-4623,51,30
5811,Gina Johnson,Male,USA,None,Finance,125644,128-19-0635,63,42
5812,Melissa Logan,Female,India,None,Operations,70469,621-04-1636,25,4
5813,Eric Chavez,Male,USA,Arabic,Sales,87063,019-31-6026,44,23
5814,Dana Boyd,Male,USA,None,I/T,111086,553-24-1456,43,22
5815,Ann Richardson,Male,USA,Spanish,Sales,145547,190-76-4638,44,23
5816,Derek Jones,Male,USA,"Mandarin, Hindi",Legal,86813,496-35-1421,37,16
5817,David Reynolds,Female,USA,French,Administrative,56355,097-45-8382,22,1
5818,Tracey Reese,Female,Canada,Mandarin,Administrative,137227,416-32-4151,35,14
5819,Amy Anderson,Female,China,Mandarin,Operations,109082,172-80-2506,54,33
5820,Jade Spence,Male,China,Mandarin,Operations,99775,863-89-0144,24,3
5821,Charles Edwards,Male,USA,None,Human Resource,139548,159-27-9993,51,30
5822,Mary Pearson,Female,USA,None,Sales,110631,497-61-4637,22,1
5823,Adam Anderson,Female,USA,French,Marketing,110869,509-03-8414,29,8
5824,Ashley Vega,Male,USA,"Mandarin, Spanish",Administrative,116073,532-88-0833,55,34
5825,Wanda Wood,Female,India,None,Marketing,129722,370-93-0104,37,16
5826,David Kim,Male,India,None,I/T,97386,193-29-9270,31,10
5827,David Osborn,Male,USA,Mandarin,Legal,54724,181-58-0052,22,1
5828,Brian Potter,Female,USA,"Hindi, Arabic",I/T,95873,778-86-3694,31,10
5829,Sarah Lloyd,Female,Canada,French,I/T,130946,791-77-7234,48,27
5830,Victoria Arnold,Female,USA,None,Product,59939,677-53-6876,42,21
5831,Jessica Roberts,Male,China,Hindi,Legal,88019,338-32-6856,60,39
5832,Melissa Massey,Female,USA,Mandarin,Administrative,81829,613-98-5579,26,5
5833,Ethan Smith,Female,India,None,Sales,115098,049-23-0356,28,7
5834,Jonathan Gross,Female,China,Hindi,Product,143628,300-22-7676,63,42
5835,Michael Armstrong,Female,USA,"French, Arabic",Product,93760,118-80-1289,26,5
5836,Jimmy Smith,Female,USA,"Hindi, Arabic",Legal,61232,853-64-3648,40,19
5837,Charles Buck,Male,USA,French,Operations,75366,628-52-8202,48,27
5838,Kevin Mendez,Male,India,French,Product,130504,704-93-1613,56,35
5839,Wesley Jimenez,Male,South Korea,None,Product,76386,730-85-1859,47,26
5840,Diane Romero,Male,USA,None,I/T,91831,046-60-4848,49,28
5841,Patricia Berg,Female,China,None,Administrative,146599,382-50-0145,49,28
5842,Bobby Blackwell,Female,USA,None,Human Resource,88079,590-46-1641,40,19
5843,Richard Reilly,Male,USA,"Mandarin, Spanish",Finance,66138,044-78-7974,35,14
5844,Kimberly Robertson,Male,India,None,Operations,114033,506-19-0050,29,8
5845,John Kent,Female,USA,"French, Spanish",Administrative,109786,524-88-2495,41,20
5846,Matthew Washington,Female,Taiwan,Arabic,Human Resource,62865,394-17-9593,60,39
5847,David Santiago,Male,USA,Spanish,Operations,127098,466-95-3802,25,4
5848,Jeremy Bailey,Male,South Korea,Arabic,Product,81947,721-48-4320,60,39
5849,Erica Cabrera,Female,India,"French, Arabic",I/T,53783,824-90-8448,40,19
5850,Edward Montgomery,Female,South Korea,None,Operations,144802,092-93-3196,27,6
5851,Jacqueline Black,Male,USA,Mandarin,Marketing,127221,002-01-9787,31,10
5852,Sheena Carey,Male,Canada,None,Finance,111267,835-64-2539,64,43
5853,Manuel Campbell,Male,USA,Mandarin,Human Resource,134831,535-64-1918,52,31
5854,Manuel Massey,Female,USA,French,Operations,85194,051-30-4484,39,18
5855,Dustin Clark,Male,USA,None,Operations,68855,728-75-0388,35,14
5856,Marissa Avila,Male,India,None,I/T,75393,834-89-0199,62,41
5857,Mrs. Sharon Andrews,Female,India,"Spanish, Arabic",Marketing,132704,451-42-3909,57,36
5858,Isaiah Reyes,Female,USA,Hindi,Product,140449,166-25-5626,35,14
5859,Janice Ortiz,Male,USA,None,Sales,145700,048-91-6961,51,30
5860,Steven Flynn,Male,India,None,Product,146358,662-90-9571,65,44
5861,Shelly Matthews,Female,USA,Spanish,Human Resource,89020,052-04-7172,24,3
5862,Janet Robertson,Female,USA,None,Legal,131835,536-43-2480,27,6
5863,Jonathan Stein,Female,USA,None,Product,104092,881-47-7081,50,29
5864,Diana Kramer,Female,USA,"French, Mandarin",Legal,81342,633-44-5375,25,4
5865,Brenda Pugh,Male,USA,"Hindi, Mandarin",Operations,142333,662-84-2255,65,44
5866,Sara Powell,Male,Canada,French,Marketing,124017,311-15-7033,50,29
5867,Jonathan Stone,Female,USA,None,Operations,86050,447-21-6599,61,40
5868,Christina Cross,Male,USA,Arabic,Marketing,63958,305-39-5970,30,9
5869,Karen Fernandez,Female,USA,None,Human Resource,120976,270-29-0442,61,40
5870,Ms. Elizabeth Jones,Male,USA,"Arabic, Hindi",Operations,139779,578-93-8039,56,35
5871,Sandra Serrano,Male,China,None,Product,146881,585-74-1240,47,26
5872,Patricia Miller,Female,USA,Arabic,Finance,72395,837-26-6902,46,25
5873,Jeffrey Scott,Male,Philippines,None,Legal,67432,599-84-2247,55,34
5874,Janet Molina,Female,USA,Spanish,Product,70217,496-83-3226,63,42
5875,Rebecca Gonzalez DDS,Female,China,"Hindi, French",Marketing,66121,317-51-9019,44,23
5876,Michelle White,Female,USA,"Mandarin, Spanish",Finance,134941,438-29-4143,34,13
5877,Patricia Johnson,Male,USA,None,Administrative,69291,159-84-0387,34,13
5878,Anthony Jones,Male,USA,French,Product,68020,838-02-5871,59,38
5879,John Grant,Male,USA,French,Marketing,118204,268-58-7801,64,43
5880,William Howe,Male,USA,Spanish,Marketing,103604,028-69-0581,41,20
5881,John Powers,Female,USA,None,Product,104186,552-31-0678,49,28
5882,April Aguilar,Male,Canada,"Hindi, Spanish",Operations,115634,292-58-8001,31,10
5883,John Dennis,Female,India,None,Marketing,92437,491-14-8351,40,19
5884,Stephanie Walker,Female,USA,Arabic,Human Resource,57553,116-48-0714,29,8
5885,Dr. Jocelyn Berger,Female,USA,"Mandarin, Arabic",Product,105587,072-58-0673,35,14
5886,April Vaughn,Male,USA,"Spanish, Mandarin",Operations,127529,241-79-8660,38,17
5887,Benjamin Booker,Female,India,Hindi,Administrative,55033,673-46-4537,33,12
5888,John Price,Male,India,None,I/T,76214,620-27-8686,46,25
5889,Jacob Jones,Female,China,"Spanish, Hindi",Administrative,78306,851-54-5010,50,29
5890,Lauren Brown,Female,India,"Arabic, Hindi",Product,101780,011-96-6465,62,41
5891,Terry Soto,Female,USA,Mandarin,Product,53062,810-86-2158,51,30
5892,Angie White,Male,USA,None,Finance,115517,497-82-1310,40,19
5893,Lisa King,Female,USA,None,Human Resource,126329,490-63-0590,58,37
5894,Lisa Mcclure,Female,South Korea,None,I/T,112321,009-37-1963,51,30
5895,Jacob Bailey,Male,USA,French,Marketing,96157,411-30-2368,39,18
5896,Jose Michael,Female,USA,"Hindi, Arabic",Human Resource,120822,675-20-8305,42,21
5897,Alexis Stark,Female,India,None,Operations,82174,883-66-2890,33,12
5898,Jonathan Anderson,Female,China,None,Operations,127953,136-87-3968,29,8
5899,Michelle Serrano,Female,Canada,None,Marketing,57800,026-08-1751,57,36
5900,Casey Moore,Female,USA,Hindi,Operations,66774,426-71-9839,45,24
5901,Andrea White,Male,USA,None,Product,56880,757-04-4565,56,35
5902,Jordan Thomas,Male,USA,None,Operations,104241,385-11-6872,45,24
5903,Travis Bryan,Female,India,"Hindi, Spanish",Marketing,75649,480-86-2659,63,42
5904,Evelyn Cook,Female,South Korea,None,Marketing,121303,774-53-3076,60,39
5905,Jeffrey Taylor,Male,USA,Hindi,Product,71446,254-52-2036,30,9
5906,James Palmer,Female,China,None,Product,86044,320-39-3720,44,23
5907,Elizabeth Pratt,Male,USA,"Mandarin, Spanish",Operations,120014,125-20-6546,26,5
5908,Cody Roberts,Male,USA,Arabic,Sales,105711,706-83-1408,56,35
5909,Nicole Ortega,Female,USA,"Hindi, Mandarin",Operations,128843,176-05-3524,62,41
5910,James Marshall,Female,China,Mandarin,Operations,123461,572-90-7937,62,41
5911,Julie Nguyen,Male,Canada,"French, Spanish",Operations,137147,786-73-2205,65,44
5912,Scott Calhoun,Female,India,Arabic,Sales,56832,503-06-2195,37,16
5913,Dr. Darrell Miller,Female,India,French,Finance,66667,355-27-9746,64,43
5914,Susan Stephenson,Male,USA,French,Sales,149460,575-93-2630,23,2
5915,Joshua Smith,Male,USA,"Mandarin, Spanish",Sales,98668,048-70-4994,58,37
5916,Chris Yates,Male,USA,None,Administrative,146519,207-12-1682,59,38
5917,Matthew Chavez,Female,USA,"Hindi, Spanish",Marketing,143307,760-17-4050,53,32
5918,Angela Hall,Male,USA,"Hindi, French",Legal,109152,468-57-8023,42,21
5919,Samantha Chung,Female,USA,Mandarin,I/T,123981,642-34-1640,23,2
5920,Dennis Montgomery,Male,USA,"Arabic, Spanish",Product,138053,309-84-0126,35,14
5921,Sarah Mckenzie,Female,China,None,Human Resource,118179,595-62-0748,50,29
5922,Jacob Lewis,Male,USA,"French, Arabic",I/T,140765,137-67-7418,49,28
5923,Kevin Robinson,Male,China,None,Legal,71087,221-26-7358,26,5
5924,Cody Logan,Male,USA,"Arabic, Spanish",Administrative,52777,304-43-1320,43,22
5925,Hailey Davis,Female,Philippines,"Hindi, Spanish",Marketing,85437,185-43-2743,60,39
5926,Dawn Lucero,Male,India,Arabic,Administrative,68518,039-43-2569,32,11
5927,Marissa Johnson,Male,Canada,None,Finance,139372,469-08-8739,61,40
5928,Whitney Perez,Female,Philippines,Arabic,Sales,76824,086-40-6442,60,39
5929,Ian Lee,Male,USA,"Arabic, Hindi",I/T,77560,421-91-9971,49,28
5930,Sandra Lester,Male,China,"Hindi, Mandarin",Marketing,129916,527-34-5965,52,31
5931,Brian Dunn,Female,USA,None,I/T,75384,241-16-9613,53,32
5932,Michael Henderson,Male,India,None,I/T,72470,637-38-6317,61,40
5933,Casey Crawford,Female,USA,None,Operations,59549,239-53-4002,44,23
5934,Mckenzie Jackson,Male,USA,Spanish,Operations,104139,817-70-5029,35,14
5935,Ryan Mathews,Female,China,Spanish,Legal,52432,184-58-2195,60,39
5936,Richard Freeman,Male,Canada,Spanish,Product,119134,674-89-1425,47,26
5937,Jacqueline Lopez,Female,USA,"French, Arabic",I/T,126217,592-59-8431,65,44
5938,Kimberly Fernandez,Female,USA,None,Product,56139,400-09-2295,59,38
5939,Melissa Ramirez,Male,Philippines,"Spanish, French",Sales,98522,836-15-0056,48,27
5940,Mr. Alexander Allen MD,Male,India,Mandarin,Marketing,64204,150-93-7469,36,15
5941,Katherine Dyer,Female,USA,Hindi,Product,90854,756-30-4148,34,13
5942,Abigail Gilbert,Male,USA,Spanish,Human Resource,144671,795-54-5431,23,2
5943,Jeremiah Miller,Female,USA,None,Operations,89563,819-21-6486,60,39
5944,John White,Female,USA,Spanish,Product,58277,571-49-0102,36,15
5945,Anthony Golden,Male,USA,"French, Hindi",Product,108394,714-74-2829,45,24
5946,Doris Duke,Female,India,Spanish,Operations,102655,645-80-0458,55,34
5947,Julie York,Male,USA,Arabic,Operations,117173,791-36-5429,23,2
5948,Keith Wu,Male,China,None,Legal,104065,259-90-7025,33,12
5949,Stephanie Lucero,Male,USA,None,Human Resource,147152,671-09-4487,25,4
5950,Michelle Henson,Male,South Korea,None,Operations,122703,071-83-1900,36,15
5951,Benjamin Lin,Male,USA,None,Product,50472,531-40-4788,63,42
5952,Lisa Elliott,Male,USA,None,Sales,95508,082-40-8385,29,8
5953,Natalie Green,Male,China,None,Product,77718,550-84-6299,59,38
5954,Mary Stevens,Male,USA,"Arabic, Hindi",Operations,61249,405-32-1920,61,40
5955,Ryan Wilson,Female,India,"Arabic, Spanish",Sales,55232,696-74-5690,41,20
5956,Christine Miller,Male,Canada,"Arabic, French",Finance,56672,295-84-5765,26,5
5957,Ryan Butler,Female,USA,French,Operations,145474,485-57-4855,56,35
5958,Wesley Ellison,Female,China,None,Product,144379,065-46-0365,55,34
5959,Dr. Rachel Hudson,Male,India,"Mandarin, Hindi",Human Resource,118509,643-88-1315,24,3
5960,Steve Gilbert,Female,China,"Spanish, French",Sales,78561,524-73-5721,32,11
5961,Lauren Alexander,Male,USA,None,Product,114228,835-61-8621,39,18
5962,Gregory Arellano,Male,USA,"Mandarin, French",Human Resource,86962,477-17-1422,45,24
5963,Taylor Moore,Female,USA,"Mandarin, French",I/T,86487,328-18-7749,33,12
5964,Ricky Barajas,Male,China,None,Product,87988,482-11-6249,52,31
5965,Angela Washington,Female,India,"Mandarin, French",Human Resource,85197,812-05-7346,31,10
5966,Melissa Davis,Female,India,None,Administrative,96120,537-84-1945,26,5
5967,Nathan Brown,Male,USA,"Arabic, French",Operations,85301,197-89-3735,49,28
5968,Brenda Lewis,Male,China,"Arabic, Spanish",Sales,145280,463-62-7911,37,16
5969,Jaime King,Male,USA,"Arabic, French",I/T,55097,026-57-4001,47,26
5970,Peggy Green,Male,Taiwan,None,Operations,138581,615-74-6497,42,21
5971,Todd Vang,Male,Philippines,"Arabic, Spanish",Marketing,50925,211-60-4380,25,4
5972,Michael Powell,Male,USA,"Arabic, Mandarin",I/T,92957,238-24-0905,63,42
5973,Carolyn Garza,Female,Canada,None,Administrative,139531,226-70-1471,28,7
5974,Tina Robinson,Female,India,Arabic,Human Resource,96897,770-60-2542,56,35
5975,Mr. Marcus Wood,Male,Canada,None,I/T,75304,017-15-5098,50,29
5976,Seth Edwards,Female,USA,None,Marketing,130735,032-53-8325,24,3
5977,Brenda Klein,Female,China,Arabic,Operations,120071,225-49-8368,49,28
5978,Cynthia Garcia,Male,USA,Spanish,Sales,60723,347-39-9754,31,10
5979,Dawn Johnson,Female,USA,French,Sales,124355,707-40-3703,36,15
5980,Michael Williams,Female,USA,None,Operations,94252,489-99-1723,34,13
5981,Joseph Benson,Male,India,"French, Hindi",Legal,118396,618-84-4732,32,11
5982,Dalton Medina,Male,USA,None,I/T,133654,809-89-2854,46,25
5983,Jeremy Fletcher,Male,USA,None,Legal,60431,261-73-3673,23,2
5984,Mary Poole,Male,Taiwan,Arabic,Operations,149253,615-77-6276,27,6
5985,Michael Newman,Male,USA,French,Administrative,50092,845-88-7359,45,24
5986,Christopher Brown,Male,USA,"Spanish, French",Sales,137882,120-83-6448,62,41
5987,Joseph Frederick,Female,India,"Arabic, French",Operations,58231,410-93-0388,50,29
5988,Keith Garcia,Male,Canada,None,Product,89612,786-84-8892,28,7
5989,Tina Campbell,Male,China,French,Administrative,77837,578-75-4383,48,27
5990,James Montoya,Female,China,"Mandarin, Arabic",Administrative,138444,149-78-3543,41,20
5991,Stacey Atkins,Male,USA,Spanish,Legal,78593,317-59-6549,39,18
5992,Steven Sandoval,Female,USA,None,I/T,104634,021-92-2041,32,11
5993,Karen Armstrong,Male,Taiwan,"Hindi, Mandarin",Human Resource,95234,238-28-7295,40,19
5994,Scott Robinson,Female,China,Mandarin,Operations,75800,406-53-9199,31,10
5995,Rodney Wilson,Female,USA,None,Administrative,132335,658-25-1068,34,13
5996,Kathryn Gonzalez,Male,Canada,Mandarin,Human Resource,75755,302-87-5935,65,44
5997,Jacob Perez,Female,Taiwan,Mandarin,Product,118093,616-25-8113,55,34
5998,Karen Holmes,Male,India,"Mandarin, Hindi",Product,107330,897-98-0058,49,28
5999,Holly Hall,Female,USA,None,Operations,56632,357-95-0756,26,5
6000,Zachary Dillon,Male,USA,"French, Hindi",Marketing,105665,864-02-6435,33,12
6001,Scott Lloyd,Female,USA,None,I/T,147908,788-17-2451,45,24
6002,Rachel Kelley,Female,USA,None,Operations,82886,889-12-4320,29,8
6003,Paul Lyons,Female,Philippines,Spanish,Operations,82599,760-52-5764,53,32
6004,Sean Brown,Male,USA,Arabic,Sales,80255,881-82-9189,64,43
6005,Jose Cook,Female,USA,"Arabic, French",Marketing,78831,868-68-5327,52,31
6006,Angel Hill,Male,USA,"French, Arabic",Administrative,112122,163-47-5670,34,13
6007,Patrick Carlson,Female,USA,Arabic,Human Resource,129866,789-02-7876,39,18
6008,Dr. Edward Shaffer,Male,India,None,I/T,59936,662-45-8397,49,28
6009,Nathan Watts,Male,USA,French,I/T,135776,521-88-1228,45,24
6010,Douglas Heath MD,Female,China,"Hindi, Arabic",Human Resource,87010,453-45-8402,44,23
6011,Maria Richards,Male,India,None,Human Resource,141040,122-85-3040,48,27
6012,Jeremy Ward,Male,Canada,"French, Spanish",Operations,77176,196-03-7867,57,36
6013,Sandra Lewis,Female,Canada,None,Product,71113,811-54-8098,25,4
6014,Gabriel Roman,Female,India,"Hindi, Arabic",Administrative,149500,110-14-9212,62,41
6015,Kelly Smith,Female,USA,"Hindi, French",Product,130567,690-12-7775,40,19
6016,Lacey Lee,Female,USA,French,I/T,105438,242-74-7739,28,7
6017,Michael Salas,Male,USA,None,Marketing,125455,686-66-4063,29,8
6018,Wanda Ortega,Male,China,Spanish,Operations,142772,386-64-9065,56,35
6019,Jade Small,Female,USA,None,I/T,97722,766-75-5843,32,11
6020,Martin Jackson,Male,China,None,Product,74678,615-58-8680,61,40
6021,Debbie Matthews,Female,India,"Mandarin, Arabic",Marketing,122166,396-76-2804,64,43
6022,Dominique Benson,Male,China,Hindi,I/T,62217,708-69-4579,42,21
6023,Bonnie Smith,Female,USA,Spanish,Sales,78478,197-77-6408,34,13
6024,Kyle Davis,Female,USA,"Spanish, French",Finance,148105,661-32-4697,26,5
6025,Stephanie James,Male,USA,Spanish,Administrative,57803,623-42-3648,45,24
6026,Bryan Mann,Female,USA,None,Sales,69806,127-47-3189,64,43
6027,Dr. Victoria Adams,Female,India,"Mandarin, Arabic",Legal,140032,855-17-2623,32,11
6028,Joshua Crawford,Female,China,None,Administrative,121603,397-52-1395,42,21
6029,Robert Ward,Male,India,"French, Hindi",I/T,50636,201-57-8457,23,2
6030,Michael Foster,Male,USA,Hindi,Operations,136927,853-43-1176,53,32
6031,Stephanie Robinson,Female,USA,Spanish,Administrative,115391,090-21-1042,47,26
6032,Troy Allen,Male,USA,Mandarin,Product,62476,642-57-6922,56,35
6033,Matthew Diaz,Female,India,Mandarin,Product,54706,473-22-7494,50,29
6034,Darrell Dawson,Female,China,None,I/T,109285,427-71-6166,23,2
6035,Emily Clayton,Female,USA,Hindi,Finance,72688,016-84-6303,54,33
6036,Deborah Pierce,Male,China,None,Operations,60704,797-44-6768,60,39
6037,Darren Dickerson,Female,USA,Arabic,Administrative,135033,234-26-7190,43,22
6038,Amanda Smith,Female,India,French,Administrative,54443,332-33-2539,46,25
6039,Jason Freeman,Female,Canada,None,Product,109241,654-85-4840,45,24
6040,Jenna Keller,Male,USA,"Arabic, French",Product,107655,759-96-6426,31,10
